partner,habitat,species,mean_confidence,median_confidence,min_confidence,max_confidence,sd_confidence,n_recordings
belgium,F,Columba oenas_Stock Dove,0.7900119946740778,0.773246765136719,0.700299859046936,0.998313903808594,0.07276383878190502,391
belgium,F,Columba palumbus_Common Wood-Pigeon,0.8326884032033914,0.826838314533234,0.701535642147064,0.993035972118378,0.08120474701711031,646
belgium,F,Corvus corax_Common Raven,0.505474716424942,0.505474716424942,0.504125654697418,0.506823778152466,0.0019078613915429542,2
belgium,F,Corvus cornix_Hooded Crow,0.7710775606823664,0.760107278823853,0.70031476020813,0.921670496463776,0.05814833015787998,137
belgium,F,Corvus corone_Carrion Crow,0.7716829747493779,0.7604969441890715,0.700297832489014,0.941309094429016,0.05604528058084001,448
belgium,F,Corvus frugilegus_Rook,0.8149219512939454,0.8244205415248875,0.702263116836548,0.931387007236481,0.08232776633562564,20
belgium,F,Corvus monedula_Eurasian Jackdaw,0.7097987846213173,0.697855114936829,0.500426828861237,0.992978751659393,0.13404995197111222,1129
belgium,F,Coturnix coturnix_Common Quail,0.861022770404816,0.887604892253876,0.726510882377625,0.942370414733887,0.09882493796860001,4
belgium,F,Cuculus canorus_Common Cuckoo,0.828330193956693,0.8985664546489716,0.518904983997345,0.992834210395813,0.16369585896895,24
belgium,F,Curruca curruca_Lesser Whitethroat,0.736773133277893,0.736773133277893,0.736773133277893,0.736773133277893,NA,1
belgium,F,Cyanistes caeruleus_Eurasian Blue Tit,0.7060044707570757,0.690172374248505,0.500066518783569,0.996057152748108,0.13755313043763912,525
belgium,F,Delichon urbicum_Common House-Martin,0.7425684531529747,0.764304041862488,0.641745984554291,0.821655333042145,0.09190304826687125,3
belgium,F,Dendrocopos major_Great Spotted Woodpecker,0.7259860314037114,0.721171379089355,0.500473916530609,0.990842580795288,0.136287610058614,1769
belgium,F,Dendrocoptes medius_Middle Spotted Woodpecker,0.8623403244548374,0.853707492351532,0.702081203460693,0.995216488838196,0.09468803852170254,36
belgium,F,Dryobates minor_Lesser Spotted Woodpecker,0.8036570012569427,0.7788084149360655,0.717086017131805,0.984374582767487,0.07762694138313977,20
belgium,F,Dryocopus martius_Black Woodpecker,0.8343372776590544,0.80635130405426,0.714522361755371,0.999006450176239,0.08413067015969074,29
belgium,F,Emberiza hortulana_Ortolan Bunting,0.717045962810516,0.717045962810516,0.717045962810516,0.717045962810516,NA,1
